id,12m_call_history,acq_method,ann_prm_amt,bi_limit_group,channel,digital_contact_ind,geo_group,has_prior_carrier,home_lot_sq_footage,household_group,household_policy_counts,newest_veh_age,pay_type_code,pol_edeliv_ind,prdct_sbtyp_grp,product_sbtyp,telematics_ind,tenure_at_snapshot,trm_len_mo,call_counts
16385,1,method1,492.77,NonAuto,Others,0,urban,1,73366,1dwelling,1,-20,type1,1,A,type1,-2,8,12,0
16386,4,method1,354.72,NonAuto,Retail,0,urban,0,133621,1dwelling,1,-20,type1,1,A,type1,-2,2,12,0
16387,12,method4,736.12,NonAuto,Others,0,suburban,0,384,1dwelling,1,-20,type2,0,C,type2,-2,123,12,22
16388,0,method1,489.81,NonAuto,Others,1,urban,0,54176,1dwelling,1,-20,type3,1,A,type3,-2,5,12,40
16389,3,missing,298.86,NonAuto,Retail,0,urban,0,131092,3other,5,-20,type3,1,A,type3,-2,8,12,0
16390,0,method2,92.09,SPGrp1Miss,Retail,1,rural,1,12905,2autodwelling,2,8,type1,1,B,type1,1,1,6,0
16391,0,method3,3935.22,NonAuto,Retail,1,suburban,1,2446,1dwelling,1,-20,type1,1,B,type1,-2,3,12,0
16392,0,method1,1052.39,CSLGrp1,Retail,1,suburban,0,145806,2autodwelling,2,68,type2,1,A,type2,0,395,6,0
16393,1,method3,192,NonAuto,Retail,1,rural,0,52332,1dwelling,1,-20,type2,0,C,type2,-2,125,12,0
16394,2,method4,305.88,CSLGrp3,Retail,1,suburban,1,134913,2autodwelling,2,38,type1,1,C,type1,0,11,6,0
16395,1,method1,2274.15,SPGrp1Miss,Retail,1,urban,0,55506,2autodwelling,2,72,type1,0,A,type1,1,170,6,78
16396,2,method2,293.35,CSLGrp1,Retail,0,rural,0,49835,2autodwelling,1,9,type2,0,C,type2,1,421,6,84
16397,1,method4,1438.24,NonAuto,Others,0,suburban,1,23937,1dwelling,1,-20,type2,0,C,type2,-2,5,12,16
16398,0,method1,1436.46,NonAuto,Others,1,rural,0,103159,1dwelling,1,-20,type1,1,B,type1,-2,0,12,69
16399,5,method3,145.93,NonAuto,Others,0,suburban,0,121818,1dwelling,1,-20,type1,0,B,type1,-2,2,12,0
16400,0,method3,808.84,CSLGrp3,Retail,0,suburban,1,32384,2autodwelling,2,18,type2,0,A,type2,0,202,6,0
16401,2,missing,1274.2,SPGrp2,Retail,0,suburban,1,96930,2autodwelling,2,37,type1,0,B,type1,0,116,6,0
16402,1,method2,468.7,NonAuto,Retail,1,urban,0,97650,1dwelling,1,-20,type2,1,C,type2,-2,57,12,16
16403,1,method4,446.66,CSLGrp1,Retail,1,urban,0,86301,2autodwelling,2,12,type1,1,B,type1,1,250,6,0
16404,3,method2,199.32,SPGrp1Miss,Retail,1,rural,0,144380,2autodwelling,2,8,type2,1,C,type2,1,212,6,138
16405,0,method3,443.63,NonAuto,Others,0,suburban,0,97882,1dwelling,1,-20,type1,1,B,type1,-2,4,12,37
16406,0,method4,132.75,SPGrp4,Retail,1,suburban,0,99545,2autodwelling,2,45,type2,1,C,type2,-1,11,6,0
16407,0,method3,1231.08,NonAuto,Retail,0,urban,1,141270,3other,4,-20,type2,0,B,type2,-2,107,12,1
16408,3,method1,542.69,NonAuto,Others,1,rural,1,45752,1dwelling,1,-20,type1,0,B,type1,-2,32,12,64
16409,1,method1,2232.31,NonAuto,Retail,1,rural,0,110106,1dwelling,1,-20,type1,1,C,type1,-2,10,12,58
16410,0,missing,938.34,NonAuto,Retail,1,rural,0,44778,1dwelling,1,-20,type1,0,A,type1,-2,44,12,0
16411,0,missing,113.51,CSLGrp2,Retail,0,suburban,1,119873,2autodwelling,2,20,type1,0,C,type1,-1,15,6,51
16412,5,missing,249.67,SPGrp3,Retail,1,suburban,0,42044,2autodwelling,1,5,type1,1,A,type1,-1,188,6,0
16413,1,method1,641.6,CSLGrp2,Retail,0,rural,0,122606,2autodwelling,2,23,type3,0,A,type3,1,117,6,50
16414,1,method4,2418.75,NonAuto,Retail,0,urban,1,54188,3other,4,-20,type2,0,A,type2,-2,268,12,1
16415,0,method2,2587.39,NonAuto,Others,0,suburban,1,6118,1dwelling,1,-20,type1,0,A,type1,-2,148,12,0
16416,3,method4,113.6,NonAuto,Retail,0,urban,1,132113,1dwelling,1,-20,type1,0,A,type1,-2,82,12,0
16417,1,method2,544.73,NonAuto,Retail,0,urban,0,21623,3other,4,-20,type1,1,B,type1,-2,64,12,13
16418,4,method1,303.6,NonAuto,Retail,0,rural,1,24608,1dwelling,2,-20,type1,0,A,type1,-2,56,12,9
16419,2,method4,967.6,NonAuto,Retail,1,urban,0,28124,1dwelling,1,-20,type1,1,A,type1,-2,0,12,64
16420,0,method3,2103.34,NonAuto,Others,0,rural,0,64066,1dwelling,1,-20,type1,1,A,type1,-2,46,12,0
16421,4,method3,2266.54,NonAuto,Retail,0,suburban,0,11269,3other,4,-20,type1,0,C,type1,-2,116,12,0
16422,7,method1,2450.38,NonAuto,Retail,1,urban,0,61724,3other,4,-20,type2,1,A,type2,-2,76,12,122
16423,1,method1,361.24,SPGrp3,Retail,0,rural,1,141443,2autodwelling,2,87,type1,1,C,type1,-1,216,6,0
16424,0,method3,258.52,NonAuto,Others,0,suburban,0,127864,1dwelling,1,-20,type2,0,B,type2,-2,36,12,0
16425,1,missing,694.33,NonAuto,Others,0,rural,1,37568,1dwelling,1,-20,type1,0,B,type1,-2,186,12,26
16426,2,method3,288.7,CSLGrp2,Retail,0,urban,0,146391,3autodwellingumb,3,13,type2,0,A,type2,1,181,6,0
16427,0,missing,273.01,CSLGrp2,Retail,0,urban,1,96944,3autodwellingumb,4,8,type2,0,A,type2,0,179,6,0
16428,0,method2,1357.94,NonAuto,Retail,1,urban,1,19570,3other,4,-20,type1,1,A,type1,-2,14,12,0
16429,0,missing,1558.83,CSLGrp2,Retail,1,suburban,0,100971,2autodwelling,2,8,type3,1,C,type3,0,41,6,0
16430,1,method2,133.7,NonAuto,Retail,0,urban,0,82665,3other,4,-20,type1,0,C,type1,-2,65,12,0
16431,0,method3,458.95,NonAuto,Retail,0,urban,0,76273,3other,4,-20,type1,0,A,type1,-2,132,12,8
16432,3,missing,959.05,NonAuto,Retail,0,suburban,0,12491,1dwelling,1,-20,type1,0,B,type1,-2,68,12,0
16433,0,missing,349.69,NonAuto,Retail,0,suburban,0,132906,3other,3,-20,type2,-2,A,type2,-2,2,12,0
16434,0,method3,501.4,NonAuto,Retail,1,urban,1,15906,1dwelling,1,-20,type1,1,B,type1,-2,1,12,0
16435,0,missing,86.44,SPGrp2,Retail,1,rural,1,74948,2autodwelling,2,55,type1,1,A,type1,1,1,6,28
16436,0,method1,247.52,NonAuto,Others,1,rural,0,60154,1dwelling,1,-20,type1,1,C,type1,-2,27,12,0
16437,16,method2,1195.79,NonAuto,Others,1,suburban,1,32904,1dwelling,1,-20,type1,1,C,type1,-2,45,12,51
16438,0,method3,556.38,NonAuto,Retail,1,urban,1,6599,1dwelling,1,-20,type1,1,C,type1,-2,16,12,63
16439,0,method2,440.43,NonAuto,Others,1,suburban,1,37072,1dwelling,1,-20,type1,1,B,type1,-2,40,12,0
16440,1,method1,240.05,NonAuto,Others,0,urban,1,107942,1dwelling,1,-20,type2,0,B,type2,-2,136,12,5
16441,0,method1,562.84,NonAuto,Retail,0,rural,0,4506,1dwelling,1,-20,type1,0,A,type1,-2,7,12,0
16442,3,method4,594,NonAuto,Others,0,rural,0,103605,1dwelling,1,-20,type1,0,B,type1,-2,17,12,73
16443,0,method3,1239.84,NonAuto,Retail,0,suburban,1,94030,1dwelling,1,-20,type3,1,B,type3,-2,26,12,0
16444,6,method4,465.63,NonAuto,Retail,0,rural,1,141679,1dwelling,1,-20,type3,0,B,type3,-2,152,12,65
16445,0,method2,244.76,NonAuto,Retail,1,suburban,1,132222,1dwelling,1,-20,type3,0,A,type3,-2,156,12,18
16446,0,missing,1008.94,NonAuto,Others,0,suburban,0,101584,1dwelling,1,-20,type1,0,C,type1,-2,36,12,0
16447,7,method2,914.92,NonAuto,Retail,0,rural,1,56324,3other,3,-20,type2,0,B,type2,-2,148,12,0
16448,1,method4,2158.56,CSLGrp2,Retail,0,suburban,1,10823,2autodwelling,2,84,type1,0,C,type1,1,90,6,0
16449,1,method2,762.78,NonAuto,Retail,0,rural,1,118060,1dwelling,1,-20,type1,0,A,type1,-2,50,12,125
16450,1,method3,946.03,NonAuto,Others,0,urban,0,7555,1dwelling,1,-20,type2,1,C,type2,-2,0,12,71
16451,5,missing,1102.97,NonAuto,Others,1,rural,0,75136,1dwelling,1,-20,type1,1,B,type1,-2,0,12,11
16452,0,method4,1631.14,SPGrp1Miss,Retail,0,urban,0,129908,3autodwellingumb,4,78,type2,-2,A,type2,0,87,6,0
16453,0,method1,3474.01,SPGrp1Miss,Retail,0,suburban,0,142384,2autodwelling,2,29,type1,0,B,type1,1,121,6,0
16454,0,method4,2384.29,SPGrp3,Retail,0,rural,0,110697,2autodwelling,2,35,type1,1,A,type1,-1,42,6,0
16455,2,missing,442.24,NonAuto,Retail,0,suburban,0,83087,1dwelling,1,-20,type3,1,A,type3,-2,0,12,0
16456,1,method4,515.69,NonAuto,Retail,0,rural,1,88563,1dwelling,1,-20,type1,1,A,type1,-2,0,12,0
16457,7,missing,1156.24,SPGrp3,Retail,0,urban,1,59501,2autodwelling,2,26,type1,1,B,type1,-1,48,6,0
16458,6,method2,587.13,CSLGrp1,Retail,1,rural,1,112970,2autodwelling,2,5,type1,0,C,type1,-1,150,6,59
16459,0,method2,520.56,NonAuto,Retail,0,urban,0,87037,3other,5,-20,type1,1,C,type1,-2,29,12,0
16460,4,missing,800.67,CSLGrp3,Retail,0,suburban,1,4320,2autodwelling,1,79,type1,0,B,type1,-1,219,6,49
16461,1,method2,723.65,NonAuto,Retail,0,urban,0,119018,3other,4,-20,type2,0,B,type2,-2,232,12,22
16462,1,method4,1072.23,NonAuto,Others,0,urban,0,119854,1dwelling,1,-20,type3,0,C,type3,-2,121,12,0
16463,3,method3,457.92,NonAuto,Retail,0,rural,0,63993,3other,3,-20,type3,0,C,type3,-2,16,12,17
16464,2,method4,957.58,NonAuto,Others,0,urban,0,142879,1dwelling,1,-20,type1,0,C,type1,-2,39,12,1
16465,9,method3,1506.05,SPGrp3,Retail,1,urban,1,8192,3autodwellingumb,3,12,type3,0,C,type3,1,82,6,0
16466,1,method4,2665.38,NonAuto,Others,1,suburban,1,33880,1dwelling,1,-20,type1,0,C,type1,-2,69,12,76
16467,3,missing,615.78,CSLGrp2,Retail,1,suburban,0,106258,2autodwelling,2,8,type1,1,B,type1,1,9,6,14
16468,49,method3,1553.54,NonAuto,Others,1,suburban,0,102387,1dwelling,1,-20,type2,1,A,type2,-2,68,12,107
16469,0,missing,167.18,NonAuto,Retail,0,rural,0,134758,3other,3,-20,type2,0,C,type2,-2,116,12,0
16470,0,method2,881.92,CSLGrp3,Retail,1,rural,1,78929,2autodwelling,2,11,type1,1,A,type1,-1,66,6,8
16471,2,method3,199.89,NonAuto,Retail,0,rural,0,141776,1dwelling,1,-20,type1,0,C,type1,-2,40,12,30
16472,0,missing,363.32,NonAuto,Others,0,rural,0,147746,1dwelling,1,-20,type1,0,B,type1,-2,46,12,0
16473,2,missing,1108.74,NonAuto,Retail,0,suburban,0,143988,1dwelling,1,-20,type1,0,B,type1,-2,91,12,49
16474,12,method1,681.36,SPGrp4,Retail,1,urban,0,38132,2autodwelling,2,24,type2,1,A,type2,0,71,6,0
16475,0,missing,1415.88,SPGrp4,Retail,0,rural,0,34515,2autodwelling,2,28,type1,1,A,type1,1,17,6,0
16476,1,method3,161.01,NonAuto,Retail,0,rural,1,7032,3other,3,-20,type2,0,C,type2,-2,91,12,0
16477,1,method2,1991.35,NonAuto,Others,0,urban,0,47717,1dwelling,1,-20,type1,1,A,type1,-2,15,12,0
16478,6,missing,1699.93,NonAuto,Retail,0,rural,0,8547,3other,4,-20,type3,0,B,type3,-2,133,12,114
16479,0,method2,670.57,NonAuto,Retail,0,suburban,1,15484,3other,4,-20,type3,0,C,type3,-2,47,12,81
16480,36,method4,966.28,NonAuto,Retail,1,urban,0,118829,1dwelling,1,-20,type1,1,B,type1,-2,11,12,131
16481,1,method2,243.2,NonAuto,Retail,0,suburban,0,106757,1dwelling,1,-20,type2,0,B,type2,-2,110,12,77
16482,6,method1,972.03,NonAuto,Others,0,suburban,0,123241,1dwelling,1,-20,type2,0,B,type2,-2,39,12,0
16483,3,method2,277.43,NonAuto,Retail,0,suburban,1,36581,3other,3,-20,type3,0,B,type3,-2,52,12,51
16484,1,missing,383.16,NonAuto,Others,0,suburban,1,131284,1dwelling,1,-20,type1,0,A,type1,-2,53,12,3
16485,0,method3,164.92,NonAuto,Others,0,rural,1,56780,1dwelling,1,-20,type1,0,B,type1,-2,175,12,48
16486,2,method3,411.29,NonAuto,Retail,1,urban,1,21446,3other,3,-20,type3,0,A,type3,-2,125,12,0
16487,1,method1,1202.48,NonAuto,Retail,0,rural,0,66079,3other,3,-20,type1,0,A,type1,-2,106,12,0
16488,1,method4,392.53,NonAuto,Retail,1,suburban,1,123860,1dwelling,1,-20,type3,1,C,type3,-2,72,12,0
16489,1,method3,1342.25,CSLGrp1,Retail,0,rural,0,98360,2autodwelling,2,8,type3,1,B,type3,1,10,6,0
16490,5,method3,426.11,CSLGrp1,Retail,1,urban,1,143769,2autodwelling,2,64,type1,1,C,type1,-1,21,6,0
16491,0,missing,286.12,NonAuto,Retail,0,rural,1,82511,3other,4,-20,type1,0,B,type1,-2,38,12,0
16492,2,method3,1609.81,SPGrp2,Retail,0,urban,1,49113,2autodwelling,2,8,type3,0,A,type3,1,64,6,5
16493,1,method3,223.64,CSLGrp3,Retail,1,urban,1,103439,2autodwelling,2,44,type1,1,A,type1,0,76,6,6
16494,3,method2,337.08,NonAuto,Retail,0,urban,0,119748,1dwelling,1,-20,type1,0,B,type1,-2,91,12,0
16495,1,method2,645.31,SPGrp1Miss,Retail,1,urban,1,41533,2autodwelling,2,8,type1,1,B,type1,1,1,6,0
16496,3,method3,215.31,NonAuto,Retail,0,rural,0,73550,1dwelling,1,-20,type3,1,B,type3,-2,52,12,111
16497,2,method4,3618.31,NonAuto,Retail,0,suburban,0,26859,3other,3,-20,type1,0,B,type1,-2,78,12,0
16498,1,missing,796.58,NonAuto,Others,1,urban,0,48860,1dwelling,1,-20,type1,1,B,type1,-2,14,12,0
16499,1,method1,659.34,SPGrp2,Retail,0,suburban,0,16510,2autodwelling,2,12,type2,0,B,type2,0,85,6,68
16500,0,method2,2045.59,CSLGrp1,Retail,0,rural,0,132046,2autodwelling,2,94,type1,0,C,type1,0,24,6,0
16501,1,method4,185.09,NonAuto,Others,0,urban,0,34312,1dwelling,1,-20,type3,1,B,type3,-2,0,12,50
16502,1,method3,494.31,NonAuto,Retail,0,suburban,1,110760,1dwelling,1,-20,type1,1,B,type1,-2,1,12,0
16503,3,method3,299.21,NonAuto,Retail,0,rural,0,15758,1dwelling,1,-20,type1,0,C,type1,-2,230,12,7
16504,0,method2,292.02,SPGrp1Miss,Retail,0,suburban,1,35137,2autodwelling,2,61,type1,0,A,type1,1,99,6,0
16505,1,method4,3619.24,NonAuto,Others,0,suburban,1,11871,1dwelling,1,-20,type1,0,A,type1,-2,19,12,8
16506,0,method3,543.16,NonAuto,Retail,0,suburban,0,44770,1dwelling,1,-20,type1,0,C,type1,-2,35,12,0
16507,1,missing,395.02,SPGrp2,Retail,0,rural,0,74001,2autodwelling,2,51,type1,0,A,type1,0,253,6,30
16508,2,method2,380.17,NonAuto,Retail,1,suburban,0,51310,1dwelling,1,-20,type2,0,B,type2,-2,359,12,72
16509,1,missing,1313.88,NonAuto,Retail,1,suburban,0,102237,1dwelling,1,-20,type1,1,B,type1,-2,4,12,0
16510,7,method4,610.26,NonAuto,Others,1,suburban,0,137914,1dwelling,1,-20,type1,1,B,type1,-2,0,12,124
16511,4,method4,811.21,CSLGrp1,Retail,1,urban,1,99076,2autodwelling,2,82,type3,1,A,type3,-1,2,6,62
16512,11,method4,1213.27,NonAuto,Retail,0,suburban,1,146009,1dwelling,1,-20,type2,0,A,type2,-2,75,12,42
16513,2,method2,2508.74,NonAuto,Retail,0,urban,0,114831,1dwelling,1,-20,type1,0,A,type1,-2,253,12,0
16514,0,method4,126.76,SPGrp1Miss,Retail,0,rural,1,75988,2autodwelling,1,45,type1,1,B,type1,1,2,6,0
16515,1,method2,1310.72,NonAuto,Retail,0,suburban,0,119786,1dwelling,1,-20,type1,0,B,type1,-2,251,12,28
16516,79,method2,6396.14,NonAuto,Others,1,rural,0,149754,1dwelling,1,-20,type1,1,B,type1,-2,24,12,136
16517,17,missing,1329.56,NonAuto,Retail,0,rural,0,118411,1dwelling,1,-20,type1,0,B,type1,-2,61,12,70
16518,1,method4,1697.43,NonAuto,Retail,1,suburban,0,19466,1dwelling,1,-20,type2,0,B,type2,-2,83,12,24
16519,1,method3,2400.52,NonAuto,Others,1,suburban,0,15343,1dwelling,1,-20,type1,1,C,type1,-2,0,12,32
16520,3,method3,804.85,NonAuto,Retail,0,suburban,0,8833,1dwelling,1,-20,type2,0,A,type2,-2,189,12,13
16521,1,method4,1137.94,SPGrp4,Retail,0,suburban,1,117210,2autodwelling,2,8,type2,0,B,type2,-1,141,6,0
16522,3,method3,924.59,NonAuto,Others,0,rural,0,131471,1dwelling,1,-20,type1,1,B,type1,-2,2,12,0
16523,0,missing,149.06,NonAuto,Others,0,urban,0,72573,1dwelling,1,-20,type1,1,C,type1,-2,3,12,0
16524,1,method1,265.68,NonAuto,Others,1,suburban,1,134227,1dwelling,1,-20,type2,1,B,type2,-2,122,12,0
16525,0,method4,1102.45,NonAuto,Others,1,urban,0,44268,1dwelling,1,-20,type1,0,B,type1,-2,175,12,0
16526,2,missing,3733.13,NonAuto,Others,0,urban,0,41805,1dwelling,1,-20,type2,0,C,type2,-2,130,12,0
16527,0,method2,176.25,NonAuto,Retail,0,urban,0,105772,3other,5,-20,type3,0,B,type3,-2,18,12,0
16528,8,method3,898.91,NonAuto,Others,1,suburban,1,143300,1dwelling,1,-20,type1,1,A,type1,-2,3,12,16
16529,1,method3,234.71,NonAuto,Retail,0,urban,1,125091,3other,3,-20,type2,1,C,type2,-2,29,12,31
16530,0,method1,2144.8,CSLGrp2,Retail,1,rural,0,89542,2autodwelling,2,23,type1,1,B,type1,1,75,6,0
16531,2,missing,424.38,NonAuto,Others,1,urban,0,62294,1dwelling,1,-20,type2,1,B,type2,-2,9,12,0
16532,0,method3,610.17,NonAuto,Retail,1,suburban,1,19828,1dwelling,1,-20,type2,1,B,type2,-2,61,12,0
16533,0,missing,534.4,NonAuto,Others,1,urban,0,83221,1dwelling,1,-20,type1,1,C,type1,-2,34,12,0
16534,1,method3,151.42,NonAuto,Others,0,rural,1,118490,1dwelling,1,-20,type1,0,B,type1,-2,83,12,0
16535,0,method4,2237.32,CSLGrp2,Retail,0,suburban,0,59422,2autodwelling,2,62,type2,0,C,type2,1,204,6,2
16536,10,method4,2043.49,NonAuto,Retail,0,urban,1,146979,1dwelling,3,-20,type2,0,A,type2,-2,86,12,0
16537,1,method2,458.81,NonAuto,Retail,0,rural,1,18754,1dwelling,1,-20,type3,0,B,type3,-2,154,12,0
16538,0,method3,1105.07,NonAuto,Others,1,rural,1,112905,1dwelling,1,-20,type1,1,B,type1,-2,25,12,0
16539,4,method1,949.79,SPGrp1Miss,Retail,0,rural,0,106802,2autodwelling,2,41,type1,1,A,type1,-1,23,6,0
16540,1,method1,556.71,NonAuto,Others,0,urban,0,22302,1dwelling,1,-20,type1,0,B,type1,-2,155,12,76
16541,8,method1,1759.15,CSLGrp2,Retail,0,suburban,1,99645,3autodwellingumb,3,8,type2,0,B,type2,1,257,6,129
16542,1,method3,562.64,NonAuto,Others,0,urban,0,69340,1dwelling,1,-20,type1,1,C,type1,-2,0,12,0
16543,4,missing,315.84,NonAuto,Retail,1,suburban,1,133597,1dwelling,1,-20,type1,0,C,type1,-2,7,12,62
16544,6,method2,2803.56,NonAuto,Others,0,rural,0,35769,1dwelling,1,-20,type1,1,B,type1,-2,16,12,87
16545,7,method4,6345.68,NonAuto,Retail,0,suburban,1,134614,1dwelling,1,-20,type1,1,A,type1,-2,0,12,8
16546,1,method3,3046.85,NonAuto,Others,0,suburban,1,149700,1dwelling,1,-20,type2,1,A,type2,-2,2,12,0
16547,1,method2,2657.9,NonAuto,Others,1,urban,1,79132,1dwelling,1,-20,type3,1,C,type3,-2,53,12,0
16548,0,missing,195.95,NonAuto,Retail,0,rural,0,15914,1dwelling,2,-20,type1,0,C,type1,-2,9,12,0
16549,3,method4,569.83,NonAuto,Retail,1,rural,0,79930,3other,4,-20,type2,1,B,type2,-2,107,12,14
16550,0,method1,125.79,NonAuto,Retail,0,rural,0,10778,1dwelling,1,-20,type1,0,C,type1,-2,185,12,0
16551,0,method2,784.5,NonAuto,Others,1,rural,1,20761,1dwelling,1,-20,type2,0,B,type2,-2,80,12,0
16552,3,method1,1867.71,NonAuto,Retail,1,suburban,1,104285,3other,3,-20,type3,0,C,type3,-2,76,12,0
16553,1,method2,3743.41,SPGrp2,Retail,0,suburban,1,87461,2autodwelling,2,45,type3,0,C,type3,0,104,6,0
16554,10,method4,62.92,CSLGrp1,Retail,0,rural,1,124915,2autodwelling,2,24,type1,0,C,type1,1,42,6,104
16555,8,method4,1691.02,NonAuto,Retail,0,rural,0,7239,1dwelling,1,-20,type1,0,A,type1,-2,50,12,52
16556,0,method4,5824.83,NonAuto,Retail,0,urban,0,41443,1dwelling,1,-20,type1,0,C,type1,-2,179,12,0
16557,1,method4,872.53,NonAuto,Retail,0,urban,1,59725,1dwelling,1,-20,type2,0,C,type2,-2,74,12,0
16558,0,method1,210.93,NonAuto,Retail,1,suburban,0,145497,1dwelling,1,-20,type1,0,B,type1,-2,136,6,0
16559,0,method4,2691.68,NonAuto,Retail,0,urban,0,6141,3other,3,-20,type2,0,B,type2,-2,107,12,1
16560,7,method4,570.23,NonAuto,Others,0,rural,1,54302,1dwelling,1,-20,type1,0,A,type1,-2,4,12,0
16561,2,method1,569.64,NonAuto,Others,1,rural,1,36964,1dwelling,1,-20,type1,1,B,type1,-2,4,12,0
16562,2,missing,763.4,NonAuto,Others,0,urban,1,91322,1dwelling,1,-20,type1,1,C,type1,-2,0,12,8
16563,3,method1,373.72,NonAuto,Others,1,suburban,1,78475,1dwelling,1,-20,type1,1,B,type1,-2,0,12,35
16564,8,method2,164.15,SPGrp1Miss,Retail,0,urban,1,120005,2autodwelling,2,47,type3,0,B,type3,-1,149,6,0
16565,1,method2,635.09,NonAuto,Retail,0,suburban,0,111226,1dwelling,1,-20,type1,1,A,type1,-2,8,12,63
16566,0,method2,804.01,CSLGrp2,Retail,1,rural,1,111909,2autodwelling,2,8,type1,0,C,type1,-1,245,6,0
16567,11,method1,7838.45,CSLGrp2,Retail,0,rural,1,85112,2autodwelling,2,71,type1,0,C,type1,-1,48,6,85
16568,1,method4,271.49,NonAuto,Others,1,rural,0,88266,1dwelling,1,-20,type2,0,C,type2,-2,24,12,68
16569,0,method2,427.88,NonAuto,Retail,0,urban,1,4007,1dwelling,1,-20,type1,0,B,type1,-2,147,12,0
16570,6,method3,1531.12,CSLGrp3,Retail,0,rural,1,22836,2autodwelling,3,8,type3,0,B,type3,1,100,6,0
16571,0,missing,527.86,SPGrp3,Retail,0,suburban,1,137858,2autodwelling,2,5,type1,1,C,type1,0,225,6,0
16572,0,method4,13909.16,NonAuto,Retail,1,suburban,0,148304,1dwelling,1,-20,type1,1,B,type1,-2,1,12,2
16573,3,method2,231.48,NonAuto,Retail,0,urban,1,108919,1dwelling,1,-20,type2,0,C,type2,-2,222,12,23
16574,1,method1,3790.24,NonAuto,Others,0,suburban,1,111424,1dwelling,1,-20,type2,0,A,type2,-2,120,12,0
16575,1,method1,1859.45,CSLGrp1,Retail,1,urban,1,57907,2autodwelling,2,51,type3,0,C,type3,-1,64,6,53
16576,3,method1,268.63,CSLGrp1,Retail,1,rural,1,137064,2autodwelling,2,31,type3,1,A,type3,0,0,6,0
16577,2,method2,293.07,NonAuto,Others,1,urban,0,38295,1dwelling,1,-20,type1,1,A,type1,-2,2,12,55
16578,0,method1,2014.41,NonAuto,Retail,0,suburban,0,116837,1dwelling,1,-20,type3,0,A,type3,-2,17,12,0
16579,2,method3,493.67,NonAuto,Retail,1,suburban,1,125372,3other,4,-20,type2,1,B,type2,-2,141,12,0
16580,1,method2,3012.12,CSLGrp2,Retail,1,rural,0,105702,2autodwelling,2,70,type2,1,B,type2,1,123,6,0
16581,3,missing,1746.07,NonAuto,Others,0,suburban,0,99102,1dwelling,1,-20,type1,0,A,type1,-2,59,12,0
16582,0,method3,431.66,NonAuto,Retail,1,rural,1,75740,1dwelling,1,-20,type1,1,A,type1,-2,0,12,0
16583,10,method3,7326.72,NonAuto,Retail,0,rural,1,31327,1dwelling,1,-20,type1,0,A,type1,-2,136,12,0
16584,2,missing,503.64,NonAuto,Retail,0,suburban,1,102979,1dwelling,1,-20,type2,0,A,type2,-2,156,12,0
16585,1,method2,276.05,NonAuto,Others,0,suburban,1,425,1dwelling,1,-20,type1,1,C,type1,-2,9,12,0
16586,0,method4,925.81,NonAuto,Others,1,suburban,1,30286,1dwelling,1,-20,type1,1,A,type1,-2,140,12,0
16587,0,method1,426.54,NonAuto,Others,1,urban,0,89142,1dwelling,1,-20,type3,0,C,type3,-2,8,12,71
16588,1,method3,345.15,NonAuto,Others,1,suburban,1,33428,3other,6,-20,type2,1,B,type2,-2,100,12,0
16589,3,method2,440.92,NonAuto,Retail,1,rural,0,4970,1dwelling,1,-20,type1,1,A,type1,-2,49,12,0
16590,1,method2,270.69,NonAuto,Retail,1,rural,1,79350,1dwelling,1,-20,type1,1,C,type1,-2,195,12,65
16591,1,method3,2432.59,NonAuto,Others,0,urban,1,140705,1dwelling,1,-20,type2,0,C,type2,-2,16,12,0
16592,1,method3,398.21,NonAuto,Others,1,urban,1,122161,1dwelling,1,-20,type1,1,A,type1,-2,24,12,0
16593,2,missing,299.32,SPGrp4,Retail,0,rural,1,27463,2autodwelling,2,48,type1,1,C,type1,-1,21,6,120
16594,0,method4,635.87,NonAuto,Retail,1,rural,1,48144,3other,3,-20,type1,1,B,type1,-2,138,12,48
16595,1,missing,572.64,NonAuto,Retail,1,urban,1,78613,1dwelling,1,-20,type1,1,B,type1,-2,20,12,0
16596,16,method1,296.85,NonAuto,Retail,0,suburban,1,168,3other,3,-20,type1,1,A,type1,-2,65,12,122
16597,4,method2,789.2,NonAuto,Others,0,urban,0,32465,1dwelling,1,-20,type1,0,C,type1,-2,63,12,83
16598,1,method4,2843.96,NonAuto,Retail,1,suburban,0,77604,1dwelling,1,-20,type1,1,A,type1,-2,0,12,80
16599,3,method1,4709.36,NonAuto,Retail,1,urban,1,117478,1dwelling,1,-20,type2,0,B,type2,-2,225,12,35
16600,1,method3,1159.1,SPGrp4,Retail,0,rural,1,31932,2autodwelling,2,8,type3,1,B,type3,0,10,6,0
16601,0,method2,2481.57,NonAuto,Others,0,rural,0,40054,1dwelling,1,-20,type3,1,A,type3,-2,2,12,0
16602,0,method3,703.23,NonAuto,Retail,0,suburban,0,5711,1dwelling,1,-20,type2,1,C,type2,-2,207,12,9
16603,1,method1,1052.19,NonAuto,Others,0,suburban,0,38768,1dwelling,1,-20,type2,0,B,type2,-2,82,12,0
16604,2,method1,1329.92,NonAuto,Others,1,rural,0,127779,1dwelling,1,-20,type2,1,A,type2,-2,4,12,27
16605,1,method2,632.39,NonAuto,Retail,1,urban,0,136517,1dwelling,1,-20,type1,1,A,type1,-2,55,12,0
16606,0,method4,2063.88,SPGrp3,Retail,1,urban,0,93306,2autodwelling,1,75,type3,0,B,type3,0,62,6,10
